subject,pdf_page,content_page,wusan_chapter,wusan_section,renjiao_book,renjiao_chapter,locator
BIOLOGY,0136,131,第十六章 免疫调节,第1节 免疫系统的组成、功能及特异性免疫 / 考教衔接 二次免疫；知识清单 四 神经系统、内分泌系统与免疫系统的关系,选择性必修1 稳态与调节,第4章 免疫调节,第十六章 免疫调节 / 第1节 免疫系统的组成、功能及特异性免疫 / 考教衔接 二次免疫；知识清单 四 神经系统、内分泌系统与免疫系统的关系
BIOLOGY,0137,132,第十六章 免疫调节,考法清单 / 考法 癌症的免疫疗法,选择性必修1 稳态与调节,第4章 免疫调节,第十六章 免疫调节 / 考法清单 / 考法 癌症的免疫疗法
BIOLOGY,0138,133,第十六章 免疫调节,第2节 免疫失调及免疫学的应用 / 知识清单,选择性必修1 稳态与调节,第4章 免疫调节,第十六章 免疫调节 / 第2节 免疫失调及免疫学的应用 / 知识清单
BIOLOGY,0139,134,第十六章 免疫调节,第2节 免疫失调及免疫学的应用 / 知识清单 二 免疫学的应用（续）,选择性必修1 稳态与调节,第4章 免疫调节,第十六章 免疫调节 / 第2节 免疫失调及免疫学的应用 / 知识清单 二 免疫学的应用（续）
BIOLOGY,0140,135,第十七章 植物生命活动的调节,第1节 植物生长素 / 知识清单,选择性必修1 稳态与调节,第5章 植物生命活动的调节,第十七章 植物生命活动的调节 / 第1节 植物生长素 / 知识清单
BIOLOGY,0141,136,第十七章 植物生命活动的调节,第1节 植物生长素（即练即清）；第2节 其他植物激素、植物生长调节剂及环境因素参与调节植物的生命活动 / 知识清单,选择性必修1 稳态与调节,第5章 植物生命活动的调节,第十七章 植物生命活动的调节 / 第1节 植物生长素（即练即清）；第2节 其他植物激素、植物生长调节剂及环境因素参与调节植物的生命活动 / 知识清单
BIOLOGY,0142,137,第十七章 植物生命活动的调节,第2节 其他植物激素、植物生长调节剂及环境因素参与调节植物的生命活动 / 知识清单（续）,选择性必修1 稳态与调节,第5章 植物生命活动的调节,第十七章 植物生命活动的调节 / 第2节 其他植物激素、植物生长调节剂及环境因素参与调节植物的生命活动 / 知识清单（续）
BIOLOGY,0143,138,第十七章 植物生命活动的调节,第2节 其他植物激素、植物生长调节剂及环境因素参与调节植物的生命活动 / 知识清单（续）,选择性必修1 稳态与调节,第5章 植物生命活动的调节,第十七章 植物生命活动的调节 / 第2节 其他植物激素、植物生长调节剂及环境因素参与调节植物的生命活动 / 知识清单（续）
BIOLOGY,0144,139,第十七章 植物生命活动的调节,第2节 其他植物激素、植物生长调节剂及环境因素参与调节植物的生命活动 / 考教衔接 人工控制花期,选择性必修1 稳态与调节,第5章 植物生命活动的调节,第十七章 植物生命活动的调节 / 第2节 其他植物激素、植物生长调节剂及环境因素参与调节植物的生命活动 / 考教衔接 人工控制花期
BIOLOGY,0145,140,第四部分 生物与环境,第十八章 种群及其动态 / 第1节 种群的数量特征,选择性必修2 生物与环境,第1章 种群及其动态,第四部分 生物与环境 / 第十八章 种群及其动态 / 第1节 种群的数量特征 / 知识清单
BIOLOGY,0146,141,第十八章 种群及其动态,考教衔接 调查种群数量的其他方法,选择性必修2 生物与环境,第1章 种群及其动态,第十八章 种群及其动态 / 考教衔接 调查种群数量的其他方法
BIOLOGY,0147,142,第十八章 种群及其动态,第2节 种群数量的变化及其影响因素 / 知识清单,选择性必修2 生物与环境,第1章 种群及其动态 第2节 种群数量的变化,第十八章 种群及其动态 / 第2节 种群数量的变化及其影响因素 / 知识清单
BIOLOGY,0148,143,第十八章 种群及其动态,第2节 种群数量的变化及其影响因素 / 知识清单（续表）+ 考教衔接,选择性必修2 生物与环境,第1章 种群及其动态,第十八章 种群及其动态 / 第2节 种群数量的变化及其影响因素 / 知识清单（续表）+ 考教衔接
BIOLOGY,0149,144,第十八章 种群及其动态,即练即清 + 微专题 种群增长率和增长率,选择性必修2 生物与环境,第1章 种群及其动态,第十八章 种群及其动态 / 即练即清 + 微专题 种群增长率和增长率
BIOLOGY,0150,145,第十八章 种群及其动态,微专题 种群增长率和增长率 / 突破指南,选择性必修2 生物与环境,第1章 种群及其动态,第十八章 种群及其动态 / 微专题 种群增长率和增长率 / 突破指南
BIOLOGY,0151,146,第十九章 群落及其演替,第1节 群落的结构 / 知识清单,选择性必修2 生物与环境,第2章 群落及其演替 第1节 群落的结构,第十九章 群落及其演替 / 第1节 群落的结构 / 知识清单
BIOLOGY,0152,147,第十九章 群落及其演替,第1节 群落的结构 / 知识清单（续表）,选择性必修2 生物与环境,第2章 群落及其演替 第1节 群落的结构,第十九章 群落及其演替 / 第1节 群落的结构 / 知识清单（续表）
BIOLOGY,0153,148,第十九章 群落及其演替,微专题 生态位重叠和分化,选择性必修2 生物与环境,第2章 群落及其演替,第十九章 群落及其演替 / 微专题 生态位重叠和分化
BIOLOGY,0154,149,第十九章 群落及其演替,微专题 生态位重叠和分化 / 突破指南,选择性必修2 生物与环境,第2章 群落及其演替,第十九章 群落及其演替 / 微专题 生态位重叠和分化 / 突破指南
BIOLOGY,0155,150,第十九章 群落及其演替,第2节 群落的主要类型及演替 / 知识清单,选择性必修2 生物与环境,第2章 群落及其演替 第2节 群落的主要类型、第3节 群落的演替,第十九章 群落及其演替 / 第2节 群落的主要类型及演替 / 知识清单
BIOLOGY,0156,151,第十九章 群落及其演替,第2节 群落的主要类型及演替 / 知识拓展 + 考教衔接,选择性必修2 生物与环境,第2章 群落及其演替,第十九章 群落及其演替 / 第2节 群落的主要类型及演替 / 知识拓展 + 考教衔接
BIOLOGY,0157,152,第二十章 生态系统及其稳定性,第1节 生态系统的结构 / 知识清单,选择性必修2 生物与环境,第3章 生态系统及其稳定性 第1节 生态系统的结构,第二十章 生态系统及其稳定性 / 第1节 生态系统的结构 / 知识清单
BIOLOGY,0158,153,第二十章 生态系统及其稳定性,第2节 生态系统的能量流动 / 知识清单,选择性必修2 生物与环境,第3章 生态系统及其稳定性 第2节 生态系统的能量流动,第二十章 生态系统及其稳定性 / 第2节 生态系统的能量流动 / 知识清单
BIOLOGY,0159,154,第二十章 生态系统及其稳定性,第2节 生态系统的能量流动 / 生态金字塔 + 考法清单,选择性必修2 生物与环境,第3章 生态系统及其稳定性 第2节 生态系统的能量流动,第二十章 生态系统及其稳定性 / 第2节 生态系统的能量流动 / 生态金字塔 + 考法清单
BIOLOGY,0160,155,第二十章 生态系统及其稳定性,第2节 生态系统的能量流动 / 考法清单·能量流动过程的分析（续）,选择性必修2 生物与环境,第3章 生态系统及其稳定性 第2节 生态系统的能量流动,第二十章 生态系统及其稳定性 / 第2节 生态系统的能量流动 / 考法清单·能量流动过程的分析（续）
BIOLOGY,0161,156,第二十章 生态系统及其稳定性,第3节 生态系统的物质循环和信息传递 / 知识清单,选择性必修2 生物与环境,第3章 生态系统及其稳定性 第3节 生态系统的物质循环、第4节 生态系统的信息传递,第二十章 生态系统及其稳定性 / 第3节 生态系统的物质循环和信息传递 / 知识清单
BIOLOGY,0162,157,第二十章 生态系统及其稳定性,第3节 生态系统的物质循环和信息传递（续表）+ 知识归纳,选择性必修2 生物与环境,第3章 生态系统及其稳定性 第4节 生态系统的信息传递,第二十章 生态系统及其稳定性 / 第3节 生态系统的物质循环和信息传递（续表）+ 知识归纳
BIOLOGY,0163,158,第二十章 生态系统及其稳定性,第4节 生态系统的稳定性 / 知识清单,选择性必修2 生物与环境,第3章 生态系统及其稳定性 第5节 生态系统的稳定性,第二十章 生态系统及其稳定性 / 第4节 生态系统的稳定性 / 知识清单
BIOLOGY,0164,159,第二十一章 人与环境,知识清单,选择性必修2 生物与环境,第4章 人与环境,第二十一章 人与环境 / 知识清单
BIOLOGY,0165,160,第二十一章 人与环境,生态工程,选择性必修2 生物与环境,第4章 人与环境 第3节 生态工程,第二十一章 人与环境 / 生态工程
BIOLOGY,0166,161,第五部分 生物技术与工程,第二十二章 发酵工程 / 第1节 传统发酵技术,选择性必修3 生物技术与工程,第1章 发酵工程 第1节 传统发酵技术的应用,第五部分 生物技术与工程 / 第二十二章 发酵工程 / 第1节 传统发酵技术 / 知识清单
BIOLOGY,0167,162,第五部分 生物技术与工程,第二十二章 发酵工程 / 第1节 传统发酵技术,选择性必修3 生物技术与工程,第1章 发酵工程,第五部分 生物技术与工程 / 第二十二章 发酵工程 / 第1节 传统发酵技术 / 考法清单
BIOLOGY,0168,163,第五部分 生物技术与工程,第二十二章 发酵工程 / 第2节 微生物的培养技术与应用,选择性必修3 生物技术与工程,第1章 发酵工程 第2节 微生物的培养与应用,第五部分 生物技术与工程 / 第二十二章 发酵工程 / 第2节 微生物的培养技术与应用 / 知识清单
BIOLOGY,0169,164,第五部分 生物技术与工程,第二十二章 发酵工程 / 第2节 微生物的培养技术与应用,选择性必修3 生物技术与工程,第1章 发酵工程 第2节 微生物的培养与应用,第五部分 生物技术与工程 / 第二十二章 发酵工程 / 第2节 微生物的培养技术与应用 / 知识清单
BIOLOGY,0170,165,第五部分 生物技术与工程,第二十二章 发酵工程 / 第2节 微生物的培养技术与应用,选择性必修3 生物技术与工程,第1章 发酵工程 第2节 微生物的培养与应用,第五部分 生物技术与工程 / 第二十二章 发酵工程 / 第2节 微生物的培养技术与应用 / 知识清单
BIOLOGY,0171,166,第五部分 生物技术与工程,第二十二章 发酵工程 / 第2节 微生物的培养技术与应用,选择性必修3 生物技术与工程,第1章 发酵工程,第五部分 生物技术与工程 / 第二十二章 发酵工程 / 第2节 微生物的培养技术与应用 / 考法清单
BIOLOGY,0172,167,第五部分 生物技术与工程,第二十二章 发酵工程 / 第3节 发酵工程及其应用,选择性必修3 生物技术与工程,第1章 发酵工程 第3节 发酵工程及其应用,第五部分 生物技术与工程 / 第二十二章 发酵工程 / 第3节 发酵工程及其应用 / 知识清单 + 考教衔接
BIOLOGY,0173,168,第二十三章 细胞工程,第1节 植物细胞工程 / 知识清单,选择性必修3 生物技术与工程,第二章 细胞工程,第二十三章 细胞工程 / 第1节 植物细胞工程 / 知识清单
BIOLOGY,0174,169,第二十三章 细胞工程,第1节 植物细胞工程 / 知识清单（续）+ 即练即清 + 考法清单 考法1,选择性必修3 生物技术与工程,第二章 细胞工程,第二十三章 细胞工程 / 第1节 植物细胞工程 / 知识清单（续）+ 即练即清 + 考法清单 考法1
BIOLOGY,0175,170,第二十三章 细胞工程,第1节 植物细胞工程 / 考法清单 考法1（典例与变式）+ 考法2,选择性必修3 生物技术与工程,第二章 细胞工程,第二十三章 细胞工程 / 第1节 植物细胞工程 / 考法清单 考法1（典例与变式）+ 考法2
BIOLOGY,0176,171,第二十三章 细胞工程,第1节（变式2）+ 第2节 动物细胞工程 / 知识清单 一 动物细胞培养,选择性必修3 生物技术与工程,第二章 细胞工程,第二十三章 细胞工程 / 第1节（变式2）+ 第2节 动物细胞工程 / 知识清单 一 动物细胞培养
BIOLOGY,0177,172,第二十三章 细胞工程,第2节 动物细胞工程 / 知识清单 一（续表）+ 二 动物细胞融合技术与单克隆抗体,选择性必修3 生物技术与工程,第二章 细胞工程,第二十三章 细胞工程 / 第2节 动物细胞工程 / 知识清单 一（续表）+ 二 动物细胞融合技术与单克隆抗体
BIOLOGY,0178,173,第二十三章 细胞工程,第2节 动物细胞工程 / 知识清单 三 动物体细胞核移植技术和克隆动物 + 考教衔接 + 即练即清,选择性必修3 生物技术与工程,第二章 细胞工程,第二十三章 细胞工程 / 第2节 动物细胞工程 / 知识清单 三 动物体细胞核移植技术和克隆动物 + 考教衔接 + 即练即清
BIOLOGY,0179,174,第二十三章 细胞工程,第2节 动物细胞工程 / 考法清单（单克隆抗体制备过程的相关分析）,选择性必修3 生物技术与工程,第二章 细胞工程,第二十三章 细胞工程 / 第2节 动物细胞工程 / 考法清单（单克隆抗体制备过程的相关分析）
